Customer,Clv,Coverage,Education,EmploymentStatus,Gender,Income,Location ,Marital ,Policiesnum,Policytype,Saleschannel
LA66902,2458.562965,Basic,College,Unemployed,M,0,Suburban,Single,1,Personal Auto,Agent
PA38372,9357.737821,Premium,High School or Below,Employed,F,33060,Rural,Married,3,Personal Auto,Branch
NX11526,2759.978287,Basic,Bachelor,Employed,M,92296,Suburban,Married,1,Corporate Auto,Agent
HU72679,9635.58373,Basic,Doctor,Employed,M,90334,Urban,Divorced,9,Corporate Auto,Branch
HC60268,8346.019875,Premium,College,Employed,M,40105,Suburban,Divorced,3,Personal Auto,Web
SO18542,8370.56545,Basic,Bachelor,Employed,F,33409,Suburban,Married,7,Personal Auto,Agent
SM54018,12689.42804,Premium,College,Unemployed,F,0,Suburban,Single,2,Personal Auto,Web
CN22369,2538.62632,Basic,Bachelor,Retired,M,18608,Suburban,Divorced,1,Special Auto,Web
WY17333,4732.219556,Basic,High School or Below,Employed,M,55385,Suburban,Single,3,Personal Auto,Branch
LP76290,8246.830811,Premium,Master,Employed,M,62588,Suburban,Single,3,Special Auto,Web
UF93434,2548.393565,Basic,College,Employed,F,22050,Suburban,Divorced,1,Personal Auto,Call Center
VW70435,4929.549699,Basic,Bachelor,Employed,M,25632,Suburban,Married,7,Personal Auto,Call Center
AV96010,3289.120863,Extended,College,Employed,M,40097,Rural,Single,1,Personal Auto,Call Center
DX70966,2771.045031,Basic,College,Employed,F,50071,Rural,Single,1,Personal Auto,Agent
VW65429,6899.709949,Extended,High School or Below,Employed,M,37308,Urban,Married,9,Personal Auto,Agent
LY17372,5112.306584,Extended,College,Employed,M,44743,Suburban,Divorced,1,Personal Auto,Branch
BE61743,4109.793608,Basic,Bachelor,Employed,M,86657,Urban,Married,1,Personal Auto,Web
GP56044,27440.61101,Extended,High School or Below,Employed,M,84306,Suburban,Married,2,Personal Auto,Agent
EA63660,20957.60504,Basic,College,Unemployed,F,0,Suburban,Single,2,Personal Auto,Agent
DP50640,2548.842787,Basic,Bachelor,Employed,M,47346,Suburban,Married,1,Personal Auto,Call Center
MM45897,2714.654446,Basic,Bachelor,Employed,M,88545,Suburban,Married,1,Personal Auto,Call Center
OZ86942,5790.462518,Basic,Bachelor,Employed,F,52443,Suburban,Married,4,Corporate Auto,Agent
WI65397,7627.31479,Extended,Bachelor,Employed,F,36084,Rural,Divorced,7,Corporate Auto,Agent
OQ69520,7903.993374,Basic,Master,Employed,F,35406,Rural,Divorced,2,Corporate Auto,Agent
QK12068,5293.717318,Basic,High School or Below,Unemployed,F,0,Suburban,Single,4,Personal Auto,Agent
KF98735,3673.990748,Extended,Bachelor,Employed,M,41185,Urban,Married,1,Special Auto,Agent
BH28530,21592.10096,Premium,High School or Below,Employed,M,51204,Suburban,Married,2,Personal Auto,Web
DW62043,2452.059049,Basic,College,Employed,F,30216,Suburban,Divorced,1,Corporate Auto,Call Center
AF41118,7255.714453,Extended,College,Medical Leave,M,10710,Suburban,Married,7,Personal Auto,Branch
KI82366,7412.962014,Premium,College,Unemployed,M,0,Suburban,Single,5,Personal Auto,Call Center
GF97506,9048.983447,Basic,High School or Below,Unemployed,M,0,Suburban,Married,3,Personal Auto,Web
UQ62739,4270.034394,Extended,College,Unemployed,M,0,Suburban,Married,1,Corporate Auto,Agent
WY58555,4929.549699,Basic,Bachelor,Employed,M,25632,Suburban,Married,7,Personal Auto,Call Center
PU11172,3539.97159,Extended,High School or Below,Unemployed,F,0,Suburban,Single,1,Personal Auto,Web
DN30013,5568.889245,Basic,College,Employed,F,53295,Urban,Married,8,Personal Auto,Branch
ZI60303,9817.026936,Extended,High School or Below,Unemployed,M,0,Suburban,Single,6,Personal Auto,Branch
MR56401,2542.845763,Basic,College,Employed,F,37072,Suburban,Married,1,Personal Auto,Call Center
FM14335,10484.91535,Extended,College,Employed,F,61108,Rural,Divorced,2,Personal Auto,Agent
FK54851,6310.400194,Extended,High School or Below,Employed,M,79880,Suburban,Married,7,Personal Auto,Branch
YF38355,8106.221539,Basic,Master,Employed,M,81580,Suburban,Divorced,6,Personal Auto,Web
TN39471,3398.007367,Extended,High School or Below,Unemployed,F,0,Suburban,Married,1,Personal Auto,Agent
MT53449,16301.9676,Extended,Master,Retired,F,19614,Suburban,Married,2,Personal Auto,Agent
DV22542,2722.408776,Basic,High School or Below,Employed,M,58620,Urban,Divorced,1,Personal Auto,Branch
TO82744,15789.65496,Extended,High School or Below,Unemployed,F,0,Suburban,Single,4,Personal Auto,Agent
OG17756,4904.894731,Extended,College,Retired,F,12902,Suburban,Divorced,1,Personal Auto,Agent
DO51363,3785.754787,Extended,Bachelor,Employed,F,26318,Suburban,Married,1,Personal Auto,Call Center
BJ26599,4200.818894,Basic,Bachelor,Retired,M,20263,Suburban,Single,7,Personal Auto,Agent
LX24476,3619.060986,Extended,Bachelor,Unemployed,F,0,Urban,Married,1,Personal Auto,Web
IO63361,4880.713626,Extended,College,Employed,M,52819,Rural,Divorced,1,Personal Auto,Branch
SD30853,12687.15484,Basic,College,Employed,F,63918,Suburban,Single,2,Personal Auto,Agent
OJ41819,4848.90183,Basic,College,Unemployed,F,0,Suburban,Divorced,3,Personal Auto,Call Center
MO63575,4334.064096,Extended,Bachelor,Retired,F,23904,Suburban,Single,1,Corporate Auto,Agent
BV16459,6677.418103,Extended,College,Unemployed,M,0,Urban,Married,9,Personal Auto,Call Center
YV93784,8973.110905,Basic,Master,Employed,F,69736,Urban,Married,3,Personal Auto,Branch
UF32055,7109.296548,Premium,Bachelor,Employed,M,69700,Urban,Divorced,1,Personal Auto,Web
UQ16798,10208.92761,Extended,College,Employed,F,35482,Suburban,Married,3,Personal Auto,Branch
LS59637,2719.506996,Basic,College,Retired,F,14030,Suburban,Married,1,Corporate Auto,Branch
TX35617,4465.604359,Basic,Bachelor,Employed,F,50909,Urban,Married,1,Personal Auto,Branch
EX89625,5593.434009,Basic,Bachelor,Employed,F,96406,Suburban,Married,8,Personal Auto,Web
FD11364,6768.997027,Extended,Bachelor,Employed,F,77001,Suburban,Single,3,Special Auto,Call Center
FA90076,2454.589361,Basic,Bachelor,Unemployed,F,0,Suburban,Single,1,Personal Auto,Branch
BG96711,2576.380679,Basic,Bachelor,Employed,M,24732,Suburban,Divorced,1,Corporate Auto,Branch
PW31239,4282.947971,Basic,College,Employed,F,40864,Rural,Married,1,Personal Auto,Agent
MD95935,5845.426201,Basic,Bachelor,Employed,F,43145,Suburban,Married,6,Corporate Auto,Web
UL10037,10484.91535,Extended,College,Employed,F,61108,Rural,Divorced,2,Corporate Auto,Agent
RE67051,5509.377781,Basic,Bachelor,Employed,M,34236,Suburban,Married,8,Corporate Auto,Agent
SB44315,3011.344686,Extended,College,Employed,M,39010,Suburban,Married,1,Personal Auto,Agent
OX21474,2698.355517,Basic,High School or Below,Employed,M,88867,Suburban,Single,1,Personal Auto,Web
HN60464,6105.801637,Extended,Bachelor,Unemployed,M,0,Urban,Married,5,Personal Auto,Branch
TJ51874,8558.038795,Basic,High School or Below,Medical Leave,M,13908,Suburban,Married,8,Corporate Auto,Web
PB63095,5568.947534,Extended,High School or Below,Unemployed,M,0,Suburban,Single,7,Personal Auto,Agent
VR81851,11042.29006,Basic,College,Unemployed,F,0,Suburban,Single,2,Personal Auto,Agent
DP13082,23594.6802,Basic,Bachelor,Employed,M,76358,Rural,Married,2,Personal Auto,Agent
LP34743,4726.869327,Extended,Bachelor,Medical Leave,F,13037,Suburban,Married,1,Personal Auto,Agent
GO75708,6054.488387,Extended,Master,Disabled,F,17200,Rural,Married,8,Personal Auto,Branch
UD99460,9654.523307,Extended,Bachelor,Employed,M,67772,Suburban,Single,2,Personal Auto,Branch
MJ77630,47155.62558,Extended,High School or Below,Employed,M,39891,Urban,Married,2,Personal Auto,Agent
OO49507,4530.385427,Basic,Doctor,Employed,F,52957,Urban,Married,1,Personal Auto,Branch
GB12561,7276.340609,Basic,College,Unemployed,F,0,Suburban,Single,3,Corporate Auto,Agent
PW69692,3861.486269,Extended,College,Employed,F,93272,Urban,Married,1,Personal Auto,Branch
SM36624,7054.776317,Extended,High School or Below,Unemployed,M,0,Suburban,Single,1,Personal Auto,Call Center
DA61021,15167.04402,Basic,Master,Employed,M,40467,Urban,Married,3,Personal Auto,Agent
KJ72146,7126.471703,Basic,Bachelor,Employed,M,30895,Suburban,Divorced,2,Personal Auto,Web
XJ61632,2034.993043,Basic,Bachelor,Unemployed,M,0,Suburban,Single,1,Personal Auto,Web
CO23919,30718.8124,Basic,Bachelor,Employed,F,90607,Rural,Single,2,Special Auto,Agent
PV24005,4221.312544,Basic,High School or Below,Unemployed,M,0,Suburban,Single,3,Personal Auto,Web
YD22081,9701.027271,Extended,College,Employed,F,45668,Urban,Married,2,Personal Auto,Branch
SG51259,4502.867562,Extended,High School or Below,Unemployed,F,0,Suburban,Single,1,Personal Auto,Agent
OK31456,11009.13049,Premium,Bachelor,Employed,F,51643,Suburban,Single,1,Corporate Auto,Agent
UN38117,2713.560376,Basic,College,Unemployed,F,0,Urban,Married,1,Personal Auto,Call Center
TN17395,22103.5072,Basic,College,Unemployed,M,0,Suburban,Married,2,Personal Auto,Branch
UO49439,5633.531703,Basic,College,Employed,M,90289,Rural,Divorced,3,Personal Auto,Agent
JK13254,4237.370769,Basic,Bachelor,Retired,M,29465,Suburban,Married,1,Personal Auto,Web
BL29240,2858.287371,Basic,Bachelor,Employed,M,81893,Rural,Married,1,Corporate Auto,Call Center
IP81759,9366.816281,Extended,High School or Below,Employed,M,60613,Suburban,Single,1,Personal Auto,Call Center
DY18947,9152.489511,Premium,High School or Below,Employed,F,60423,Rural,Married,9,Personal Auto,Call Center
PY98041,5406.876611,Basic,Bachelor,Employed,M,27166,Suburban,Single,5,Personal Auto,Web
GP99578,7086.176012,Basic,High School or Below,Unemployed,F,0,Suburban,Single,1,Personal Auto,Branch
QB15706,17288.55405,Premium,College,Unemployed,F,0,Suburban,Married,2,Special Auto,Agent
PY42157,2472.253893,Basic,High School or Below,Employed,F,62006,Suburban,Married,1,Personal Auto,Agent
FM38725,2432.169223,Basic,High School or Below,Unemployed,F,0,Suburban,Single,1,Personal Auto,Web
QX84402,25464.82059,Extended,College,Retired,F,13663,Suburban,Single,2,Corporate Auto,Branch
DH95491,2229.361773,Basic,High School or Below,Unemployed,M,0,Suburban,Married,1,Personal Auto,Call Center
JH36501,2507.884662,Basic,Doctor,Employed,M,97673,Urban,Single,1,Personal Auto,Agent
DG46291,9500.08167,Premium,High School or Below,Employed,F,96276,Urban,Married,6,Personal Auto,Call Center
LY14355,2935.988346,Basic,High School or Below,Employed,F,73847,Suburban,Married,1,Personal Auto,Web
AU94279,5493.02213,Basic,High School or Below,Employed,M,24976,Suburban,Single,3,Personal Auto,Agent
AG62140,5386.325174,Basic,College,Employed,F,33716,Suburban,Married,3,Personal Auto,Agent
YK66939,4384.854616,Basic,College,Medical Leave,F,23480,Suburban,Single,1,Personal Auto,Call Center
BA75404,5789.8509,Basic,Doctor,Employed,F,77221,Urban,Married,7,Personal Auto,Call Center
ZG10765,5678.050167,Extended,Bachelor,Unemployed,F,0,Suburban,Married,3,Personal Auto,Agent
TA22923,4944.240345,Basic,Master,Employed,M,40463,Suburban,Married,6,Personal Auto,Branch
OM55336,7507.455372,Basic,College,Employed,M,60920,Urban,Single,2,Personal Auto,Agent
MB60322,5332.462694,Basic,Doctor,Employed,F,68931,Urban,Married,7,Special Auto,Branch
FS97588,5475.337618,Basic,Bachelor,Employed,F,88251,Urban,Married,3,Personal Auto,Branch
OX73233,2274.647023,Basic,College,Unemployed,F,0,Suburban,Single,1,Corporate Auto,Web
KR25511,6005.214792,Extended,High School or Below,Employed,M,26876,Suburban,Single,8,Corporate Auto,Agent
PE39479,18321.41903,Extended,College,Employed,M,88592,Urban,Married,2,Corporate Auto,Branch
AO46433,8078.53085,Premium,Bachelor,Unemployed,F,0,Suburban,Married,5,Personal Auto,Branch
CD71502,3664.22055,Basic,High School or Below,Unemployed,M,0,Suburban,Divorced,1,Personal Auto,Branch
ZS94723,2960.029328,Extended,High School or Below,Unemployed,F,0,Suburban,Single,1,Personal Auto,Agent
EV32492,2496.167004,Basic,Bachelor,Employed,M,49136,Suburban,Divorced,1,Personal Auto,Web
IW27109,4650.68277,Basic,College,Unemployed,M,0,Suburban,Single,3,Personal Auto,Agent
XX37955,14002.37819,Basic,College,Employed,M,67627,Suburban,Married,2,Corporate Auto,Call Center
MO68226,7462.926263,Extended,College,Employed,F,70263,Rural,Married,5,Personal Auto,Call Center
HY86417,3653.703458,Extended,College,Employed,F,74126,Suburban,Married,1,Corporate Auto,Call Center
WI14444,5638.543833,Basic,High School or Below,Employed,F,74286,Urban,Married,3,Personal Auto,Agent
XC72555,4475.05212,Basic,High School or Below,Employed,F,97949,Urban,Married,1,Personal Auto,Web
SZ37147,2719.853023,Basic,Bachelor,Employed,M,41005,Suburban,Single,1,Personal Auto,Branch
HF44881,4542.405346,Basic,High School or Below,Employed,M,29875,Suburban,Single,1,Corporate Auto,Web
GA98025,12875.59874,Basic,Bachelor,Retired,M,26121,Suburban,Single,2,Personal Auto,Call Center
LO57874,2300.691547,Basic,Bachelor,Retired,M,25905,Suburban,Divorced,1,Corporate Auto,Agent
VJ83206,8364.559003,Basic,College,Employed,M,72117,Rural,Married,2,Personal Auto,Branch
CV35709,14024.35839,Premium,High School or Below,Employed,F,81872,Rural,Married,2,Corporate Auto,Web
VX67206,27789.69235,Extended,Bachelor,Employed,F,33806,Urban,Divorced,2,Corporate Auto,Web
WY38315,3588.926491,Basic,College,Unemployed,M,0,Suburban,Single,1,Personal Auto,Agent
AY52869,4386.277558,Basic,College,Retired,M,10621,Suburban,Single,5,Personal Auto,Agent
PT29055,6647.846187,Basic,Bachelor,Unemployed,F,0,Suburban,Single,2,Personal Auto,Web
HF62608,6753.428413,Extended,College,Employed,F,44213,Rural,Single,3,Personal Auto,Branch
PJ54354,4762.823136,Basic,Bachelor,Unemployed,M,0,Suburban,Married,3,Personal Auto,Call Center
VW13019,4904.894731,Extended,College,Retired,F,12902,Suburban,Divorced,1,Corporate Auto,Agent
PY80506,4764.861739,Basic,High School or Below,Employed,M,78757,Urban,Married,1,Personal Auto,Agent
CF46699,3567.503755,Basic,Bachelor,Unemployed,M,0,Suburban,Married,1,Personal Auto,Agent
SF15712,3903.802262,Extended,High School or Below,Employed,M,51833,Rural,Divorced,1,Personal Auto,Agent
MX69639,10442.43404,Extended,High School or Below,Employed,F,30786,Rural,Single,2,Personal Auto,Branch
EZ41764,2498.963061,Basic,Bachelor,Employed,M,76792,Suburban,Married,1,Personal Auto,Agent
BD58297,2862.563059,Basic,Bachelor,Employed,F,76356,Suburban,Married,1,Personal Auto,Branch
FM55990,5989.773931,Premium,College,Employed,M,66839,Suburban,Single,1,Personal Auto,Branch
LZ89104,7143.035873,Extended,High School or Below,Employed,M,59789,Suburban,Married,3,Personal Auto,Agent
CI38330,2549.786069,Basic,Bachelor,Employed,M,72217,Rural,Married,1,Personal Auto,Branch
NT15165,12047.775,Premium,Bachelor,Employed,F,43324,Urban,Married,2,Corporate Auto,Branch
RQ77476,20461.1545,Premium,Bachelor,Employed,M,87502,Urban,Married,2,Personal Auto,Branch
QB15345,2781.589027,Basic,High School or Below,Unemployed,F,0,Suburban,Single,1,Personal Auto,Web
DX65548,4834.710493,Basic,College,Employed,F,38713,Suburban,Divorced,6,Personal Auto,Call Center
RI52095,7610.540153,Basic,High School or Below,Employed,M,51878,Suburban,Single,2,Personal Auto,Branch
RK76184,2159.251473,Basic,College,Unemployed,M,0,Suburban,Married,1,Personal Auto,Web
EH86912,8420.43119,Basic,College,Disabled,M,28617,Suburban,Married,9,Personal Auto,Agent
TJ90326,13530.02906,Extended,Doctor,Employed,F,75037,Rural,Married,2,Personal Auto,Call Center
ES93923,8798.312515,Premium,Bachelor,Employed,F,24550,Suburban,Married,9,Personal Auto,Agent
BY23642,4595.043966,Basic,Bachelor,Unemployed,F,0,Suburban,Single,6,Personal Auto,Branch
CV64725,6545.802896,Extended,High School or Below,Employed,M,55366,Suburban,Divorced,4,Personal Auto,Agent
RN56430,5443.761524,Basic,High School or Below,Employed,F,41449,Suburban,Married,3,Personal Auto,Branch
PD32052,7957.630101,Basic,High School or Below,Employed,M,51125,Suburban,Divorced,2,Personal Auto,Agent
YG87460,2444.741307,Basic,College,Unemployed,M,0,Urban,Married,1,Personal Auto,Branch
BN90616,8590.334983,Basic,Bachelor,Employed,F,63110,Rural,Married,2,Personal Auto,Agent
BH36973,2730.3538,Basic,College,Employed,F,63401,Urban,Married,1,Personal Auto,Agent
QN76156,2925.726685,Basic,College,Employed,F,30752,Suburban,Married,1,Personal Auto,Call Center
ZJ15114,5331.737284,Basic,High School or Below,Employed,M,60986,Suburban,Married,5,Corporate Auto,Branch
CM84035,11320.82704,Premium,College,Employed,M,41692,Rural,Single,2,Corporate Auto,Call Center
TZ22914,5130.823951,Basic,Master,Disabled,M,12940,Urban,Divorced,3,Personal Auto,Agent
MW80236,7919.832069,Basic,Master,Unemployed,M,0,Suburban,Married,2,Personal Auto,Agent
WO89464,2619.337376,Basic,Bachelor,Employed,M,78618,Urban,Divorced,1,Personal Auto,Agent
MK56815,9591.232645,Premium,College,Employed,M,54538,Urban,Married,6,Personal Auto,Call Center
LJ64287,4196.652176,Basic,High School or Below,Unemployed,M,0,Suburban,Single,7,Personal Auto,Call Center
UK86050,7887.964945,Basic,High School or Below,Employed,F,76590,Urban,Divorced,2,Personal Auto,Agent
TQ24692,8676.698631,Basic,High School or Below,Employed,M,76214,Urban,Married,2,Special Auto,Web
QO16222,6383.611136,Basic,College,Unemployed,F,0,Suburban,Single,1,Personal Auto,Call Center
SU86402,6568.75877,Extended,High School or Below,Disabled,F,25876,Suburban,Married,3,Personal Auto,Branch
CI95726,3644.833554,Extended,High School or Below,Employed,F,82477,Suburban,Married,1,Personal Auto,Agent
JE98863,3910.697956,Extended,Bachelor,Employed,F,58713,Suburban,Married,1,Special Auto,Agent
DD89544,18704.85055,Extended,Bachelor,Employed,M,64929,Suburban,Married,8,Corporate Auto,Agent
HK28125,24337.38181,Extended,High School or Below,Unemployed,M,0,Suburban,Single,2,Personal Auto,Agent
VT52978,12547.42888,Premium,High School or Below,Employed,M,32857,Suburban,Divorced,2,Corporate Auto,Call Center
DU66620,4582.685265,Basic,College,Medical Leave,M,19065,Suburban,Married,7,Personal Auto,Call Center
YC83239,2864.093984,Extended,Bachelor,Unemployed,F,0,Suburban,Single,1,Personal Auto,Web
VS40267,30850.58677,Basic,High School or Below,Disabled,M,25503,Suburban,Married,2,Personal Auto,Branch
WJ55369,7366.093547,Extended,High School or Below,Employed,M,30250,Urban,Married,6,Personal Auto,Call Center
MZ23183,4224.832303,Basic,Bachelor,Unemployed,M,0,Suburban,Single,8,Personal Auto,Call Center
DV58197,8256.2978,Basic,Bachelor,Employed,F,62902,Rural,Married,2,Personal Auto,Web
RZ97514,7498.824515,Basic,Master,Unemployed,F,0,Suburban,Married,2,Personal Auto,Agent
ET90029,25626.70699,Extended,Doctor,Medical Leave,F,14278,Urban,Married,2,Personal Auto,Web
SD21312,5989.773931,Premium,College,Employed,M,66839,Suburban,Single,1,Personal Auto,Branch
FG31425,2530.810167,Basic,College,Employed,F,37811,Suburban,Married,1,Special Auto,Agent
FA15338,13569.24071,Basic,High School or Below,Medical Leave,M,20978,Suburban,Married,2,Personal Auto,Branch
HD53787,13113.13865,Extended,College,Medical Leave,F,28519,Suburban,Married,2,Personal Auto,Branch
ME11422,5085.023369,Basic,College,Unemployed,M,0,Suburban,Married,3,Personal Auto,Agent
QN36109,4554.557242,Basic,Master,Employed,F,85140,Rural,Single,1,Personal Auto,Branch
UL80763,4014.453113,Extended,Doctor,Employed,F,37384,Suburban,Married,1,Personal Auto,Agent
DH61947,2863.043304,Extended,Bachelor,Unemployed,M,0,Rural,Married,1,Personal Auto,Call Center
QX54905,7200.664877,Basic,College,Unemployed,F,0,Suburban,Married,2,Corporate Auto,Agent
XQ39498,30909.22228,Premium,High School or Below,Employed,M,57659,Suburban,Divorced,2,Personal Auto,Agent
FQ51281,8170.621997,Basic,Bachelor,Employed,F,95241,Rural,Married,2,Personal Auto,Branch
NA45983,2877.813846,Basic,College,Employed,M,38870,Rural,Divorced,1,Special Auto,Agent
LC23144,8478.30421,Basic,High School or Below,Medical Leave,F,13870,Suburban,Married,5,Personal Auto,Web
SG54382,8646.547993,Extended,Bachelor,Employed,M,25964,Suburban,Married,2,Corporate Auto,Branch
XH54129,4755.762589,Premium,High School or Below,Employed,F,72193,Urban,Married,1,Personal Auto,Branch
QD28391,7425.845305,Basic,College,Employed,M,84302,Rural,Married,2,Personal Auto,Branch
HX55735,4462.997006,Basic,Bachelor,Unemployed,F,0,Suburban,Single,5,Personal Auto,Web
AI49712,2593.897887,Basic,High School or Below,Unemployed,F,0,Suburban,Single,1,Personal Auto,Call Center
YM53951,6006.441801,Extended,College,Employed,M,39482,Urban,Divorced,5,Corporate Auto,Agent
JO77924,10010.14003,Extended,High School or Below,Employed,M,66371,Rural,Married,5,Personal Auto,Agent
EZ20115,26305.41541,Basic,Bachelor,Employed,M,35300,Urban,Married,2,Personal Auto,Agent
DD88614,7096.598526,Extended,Doctor,Employed,F,67735,Rural,Married,3,Corporate Auto,Agent
BO21461,2859.799774,Basic,College,Employed,M,98879,Rural,Single,1,Personal Auto,Call Center
EX13440,29589.94128,Basic,High School or Below,Unemployed,M,0,Suburban,Single,2,Corporate Auto,Branch
UB87714,9667.129686,Extended,Master,Employed,M,72885,Rural,Divorced,6,Personal Auto,Branch
VW84197,21941.85759,Basic,Bachelor,Employed,F,26378,Rural,Married,2,Personal Auto,Branch
HP56518,5548.031892,Basic,Bachelor,Employed,M,67798,Suburban,Divorced,9,Personal Auto,Agent
SP81997,7752.933281,Extended,Master,Employed,F,41275,Rural,Married,3,Personal Auto,Branch
VH66357,2769.72527,Basic,College,Employed,M,39646,Urban,Married,1,Personal Auto,Agent
IM30965,2545.070274,Basic,High School or Below,Employed,M,71868,Suburban,Single,1,Corporate Auto,Agent
TQ37204,8629.329351,Basic,High School or Below,Employed,F,59107,Urban,Married,7,Personal Auto,Branch
NN54114,4915.39018,Basic,Bachelor,Unemployed,M,0,Suburban,Single,9,Personal Auto,Branch
BI27443,4896.562733,Extended,College,Employed,F,36428,Urban,Divorced,1,Personal Auto,Agent
WL86517,4013.959621,Extended,Doctor,Employed,F,93284,Suburban,Married,1,Personal Auto,Web
HW40931,10834.86984,Extended,College,Employed,F,34612,Suburban,Married,2,Special Auto,Web
NN44758,4669.22664,Premium,High School or Below,Employed,F,76157,Suburban,Married,1,Personal Auto,Call Center
NQ18750,29577.28414,Premium,College,Unemployed,M,0,Suburban,Single,2,Personal Auto,Call Center
GC34791,9259.729948,Basic,High School or Below,Disabled,M,17109,Suburban,Married,2,Personal Auto,Agent
SY22123,6300.440231,Extended,College,Medical Leave,F,29539,Suburban,Single,7,Personal Auto,Agent
DY17416,6031.518652,Extended,College,Employed,M,49539,Urban,Single,5,Personal Auto,Agent
KE57057,2300.334605,Basic,High School or Below,Unemployed,F,0,Suburban,Single,1,Corporate Auto,Agent
AT24793,6863.124573,Premium,College,Employed,M,25352,Suburban,Married,1,Special Auto,Call Center
SL71998,2797.759849,Basic,College,Employed,M,63223,Suburban,Married,1,Personal Auto,Web
AP66226,4479.494223,Basic,Bachelor,Medical Leave,M,18505,Suburban,Married,3,Personal Auto,Web
HI91534,4571.509384,Basic,College,Employed,F,91485,Urban,Divorced,1,Personal Auto,Web
TK61994,6104.501453,Extended,College,Disabled,F,18690,Rural,Married,5,Personal Auto,Agent
CW35098,3297.904615,Extended,College,Unemployed,M,0,Suburban,Single,1,Personal Auto,Branch
WX30852,2639.982596,Basic,Bachelor,Employed,F,69819,Rural,Married,1,Personal Auto,Agent
SK69036,13780.48818,Premium,Bachelor,Employed,M,25708,Suburban,Divorced,2,Personal Auto,Branch
YI79084,3702.63121,Extended,Doctor,Employed,M,33738,Suburban,Single,1,Personal Auto,Agent
KF46546,5789.352696,Basic,Bachelor,Employed,F,75845,Rural,Married,6,Personal Auto,Agent
GA71186,13464.60289,Basic,High School or Below,Employed,M,83392,Urban,Married,2,Personal Auto,Agent
KL65897,6331.338496,Extended,Bachelor,Unemployed,F,0,Rural,Married,3,Personal Auto,Branch
CF15086,3838.113442,Extended,College,Employed,M,76375,Rural,Married,1,Personal Auto,Branch
HG40729,11274.91011,Premium,College,Unemployed,M,0,Suburban,Single,2,Personal Auto,Branch
VP55618,6052.003301,Extended,College,Employed,M,32330,Suburban,Divorced,9,Corporate Auto,Branch
ZL23478,33451.7935,Extended,Bachelor,Employed,F,85689,Urban,Married,2,Corporate Auto,Agent
EY75197,5611.926939,Premium,Bachelor,Unemployed,F,0,Suburban,Single,1,Personal Auto,Agent
SF11920,5607.253592,Basic,College,Employed,F,39507,Urban,Married,5,Corporate Auto,Web
DY57308,8835.159206,Basic,Bachelor,Employed,F,22373,Urban,Married,8,Personal Auto,Branch
HP73832,3796.547659,Extended,College,Employed,F,20217,Suburban,Married,1,Personal Auto,Web
WP58797,3936.785538,Basic,Bachelor,Disabled,M,19245,Suburban,Married,1,Personal Auto,Web
ZM33786,37150.82945,Basic,High School or Below,Disabled,F,17774,Rural,Married,2,Personal Auto,Call Center
LY19199,4815.532839,Basic,Bachelor,Employed,M,80355,Rural,Divorced,3,Corporate Auto,Branch
IX60436,2853.370449,Basic,Bachelor,Employed,M,65099,Suburban,Married,1,Special Auto,Branch
UK29448,2467.459952,Basic,Bachelor,Unemployed,M,0,Suburban,Single,1,Personal Auto,Agent
QA49556,5200.22777,Basic,Master,Employed,M,23401,Suburban,Single,3,Personal Auto,Web
ST78006,4594.263722,Basic,High School or Below,Unemployed,F,0,Rural,Married,3,Personal Auto,Call Center
KD63903,8586.662939,Basic,College,Unemployed,M,0,Suburban,Married,5,Personal Auto,Call Center
GV62858,4091.934934,Premium,Bachelor,Employed,F,38692,Suburban,Married,1,Personal Auto,Web
DN66715,5181.620895,Basic,Master,Employed,F,97131,Suburban,Married,6,Personal Auto,Agent
LU30834,14230.3242,Basic,Bachelor,Employed,F,78046,Suburban,Divorced,2,Personal Auto,Call Center
HN35280,2446.664534,Basic,Bachelor,Employed,M,82225,Suburban,Divorced,1,Personal Auto,Web
DG21323,4758.564558,Basic,High School or Below,Unemployed,F,0,Suburban,Single,9,Personal Auto,Branch
KD16729,6645.928117,Extended,College,Employed,M,21144,Urban,Married,8,Personal Auto,Branch
WO17738,8717.851882,Premium,High School or Below,Employed,F,36645,Suburban,Single,7,Corporate Auto,Agent
VB22338,4110.620178,Basic,High School or Below,Employed,M,31842,Urban,Single,1,Special Auto,Agent
JU66696,9810.407902,Extended,Master,Unemployed,F,0,Suburban,Married,8,Corporate Auto,Branch
AE60813,4993.025273,Basic,College,Employed,F,75090,Rural,Married,7,Personal Auto,Branch
AS99827,4463.607161,Basic,Bachelor,Unemployed,F,0,Suburban,Single,6,Personal Auto,Branch
XQ80738,2895.213818,Basic,High School or Below,Employed,F,72014,Urban,Married,1,Personal Auto,Agent
KX82226,3185.17031,Extended,High School or Below,Medical Leave,M,13512,Suburban,Single,1,Personal Auto,Call Center
MA43940,9343.198788,Basic,High School or Below,Employed,M,75909,Suburban,Married,3,Special Auto,Branch
JL93248,7296.535053,Basic,High School or Below,Disabled,F,18884,Suburban,Divorced,2,Personal Auto,Branch
PY98628,5568.947534,Extended,High School or Below,Unemployed,M,0,Suburban,Single,7,Personal Auto,Agent
GX32768,7627.026893,Basic,Bachelor,Unemployed,F,0,Suburban,Single,2,Corporate Auto,Agent
AM89558,4636.54647,Basic,College,Retired,M,26802,Suburban,Married,5,Corporate Auto,Agent
